12/06/2009,Reference: 042000000715A000014460E,-18.6,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014460D,18.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014460C,18.93,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014460B,19.48,AMAZON.CO.UK,BOOKS AMAZON EU
14/06/2009,Reference: 042000000715A000014460A,19.54,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014460{,20.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014459I,20.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014459H,20.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014459G,21.65,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014459F,22.7,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014459E,22.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014459D,25.08,AMAZON.CO.UK,BOOKS AMAZON EU
12/06/2009,Reference: 042000000715A000014459C,26.38,AMAZON.CO.UK,BOOKS AMAZON EU
13/06/2009,Reference: 042000000715A000014459B,27.15,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014459A,27.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014459{,27.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014458I,27.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014458H,27.99,AMAZON.CO.UK,BOOKS AMAZON EU
12/06/2009,Reference: 042000000715A000014458G,29.25,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
12/06/2009,Reference: 042000000715A000014458F,30,AMAZON.CO.UK,BOOKS AMAZON EU
14/06/2009,Reference: 042000000715A000014458E,31.74,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014458D,37.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014458C,43.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
13/06/2009,Reference: 042000000715A000014458B,46.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014458A,49.99,AMAZON.CO.UK,BOOKS AMAZON EU
12/06/2009,Reference: 042000000715A000014458{,60.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014457I,62.75,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
14/06/2009,Reference: 042000000715A000014457H,66.5,AMAZON.CO.UK,BOOKS AMAZON EU
13/06/2009,Reference: 042000000715A000014457G,130.67,AMAZON.CO.UK,PAYMENTS AMAZON SVCS EU-UK
